Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
CP,Ceruloplasmin,Protein Coding,51,GC03M149162,1.978742599,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
NOTCH4,Notch Receptor 4,Protein Coding,49,GC06M069238,1.967362523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH4
SMARCD2,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 2",Protein Coding,45,GC17M063832,1.967136621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD2
AFF3,ALF Transcription Elongation Factor 3,Protein Coding,38,GC02M099545,1.967136621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF3
HBB-LCR,Beta-Globin Locus Control Region,Biological Region,6,GC11P005420,1.962345243,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB-LCR
UGT1A1,UDP Glucuronosyltransferase Family 1 Member A1,Protein Coding,52,GC02P233760,1.952518821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A1
CSF3R,Colony Stimulating Factor 3 Receptor,Protein Coding,50,GC01M036466,1.937809348,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3R
MYLK,Myosin Light Chain Kinase,Protein Coding,54,GC03M123610,1.936592102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK
NOTCH3,Notch Receptor 3,Protein Coding,53,GC19M015159,1.928356409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH3
DLL4,Delta Like Canonical Notch Ligand 4,Protein Coding,50,GC15P040929,1.928356409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4
WNK1,WNK Lysine Deficient Protein Kinase 1,Protein Coding,51,GC12P000733,1.912009954,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1
SEM1,SEM1 26S Proteasome Subunit,Protein Coding,40,GC07M096483,1.899622083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEM1
H2AC18,H2A Clustered Histone 18,Protein Coding,30,GC01M152332,1.890133619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC18
STARD3NL,STARD3 N-Terminal Like,Protein Coding,38,GC07P038218,1.885850668,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD3NL
PEPD,Peptidase D,Protein Coding,48,GC19M033386,1.88503468,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEPD
P4HB,Prolyl 4-Hydroxylase Subunit Beta,Protein Coding,52,GC17M081843,1.869266033,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB
PURA,Purine Rich Element Binding Protein A,Protein Coding,47,GC05P140076,1.860721827,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURA
LRP4,LDL Receptor Related Protein 4,Protein Coding,46,GC11M096698,1.855085969,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP4
KITLG,KIT Ligand,Protein Coding,48,GC12M088492,1.851843119,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KITLG
MECP2,Methyl-CpG Binding Protein 2,Protein Coding,48,GC0XM154021,1.850282907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2
ERCC8,"ERCC Excision Repair 8, CSA Ubiquitin Ligase Complex Subunit",Protein Coding,44,GC05M060896,1.837692022,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC8
GPT,Glutamic--Pyruvic Transaminase,Protein Coding,44,GC08P144502,1.832436681,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT
PON1,Paraoxonase 1,Protein Coding,50,GC07M095297,1.825600266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1
THRA,Thyroid Hormone Receptor Alpha,Protein Coding,50,GC17P040058,1.824129581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA
NEU1,Neuraminidase 1,Protein Coding,48,GC06M031857,1.821461558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1
XYLT1,Xylosyltransferase 1,Protein Coding,45,GC16M017101,1.821461558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLT1
TRAPPC2L,Trafficking Protein Particle Complex Subunit 2L,Protein Coding,39,GC16P088856,1.821461558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC2L
GAS5,Growth Arrest Specific 5,RNA Gene,26,GC01M173947,1.813958526,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5
IDUA,Alpha-L-Iduronidase,Protein Coding,48,GC04P000986,1.81390655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDUA
MMP13,Matrix Metallopeptidase 13,Protein Coding,54,GC11M102942,1.798788309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP13
AGA,Aspartylglucosaminidase,Protein Coding,48,GC04M177430,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGA
GNB1,G Protein Subunit Beta 1,Protein Coding,47,GC01M001785,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB1
INPP5E,Inositol Polyphosphate-5-Phosphatase E,Protein Coding,46,GC09M136428,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5E
IRF6,Interferon Regulatory Factor 6,Protein Coding,45,GC01M209785,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF6
MYO5B,Myosin VB,Protein Coding,45,GC18M049822,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5B
NIPBL,NIPBL Cohesin Loading Factor,Protein Coding,45,GC05P036876,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPBL
CBX2,Chromobox 2,Protein Coding,44,GC17P079778,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX2
GMPPA,GDP-Mannose Pyrophosphorylase A,Protein Coding,43,GC02P219498,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPPA
SRP19,Signal Recognition Particle 19,Protein Coding,42,GC05P112862,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP19
PGAP3,Post-GPI Attachment To Proteins Phospholipase 3,Protein Coding,41,GC17M049234,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAP3
SHANK1,SH3 And Multiple Ankyrin Repeat Domains 1,Protein Coding,41,GC19M050659,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK1
FCHO1,FCH And Mu Domain Containing Endocytic Adaptor 1,Protein Coding,40,GC19P069319,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCHO1
GRHL3,Grainyhead Like Transcription Factor 3,Protein Coding,40,GC01P024741,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL3
SETD5,SET Domain Containing 5,Protein Coding,40,GC03P009402,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD5
JAGN1,Jagunal Homolog 1,Protein Coding,38,GC03P009890,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAGN1
SRPRA,SRP Receptor Subunit Alpha,Protein Coding,38,GC11M126255,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRA
SNHG22,Small Nucleolar RNA Host Gene 22,RNA Gene,19,GC18P049977,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG22
AGA-DT,AGA Divergent Transcript,RNA Gene,15,GC04P177442,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGA-DT
TONSL-AS1,TONSL Antisense RNA 1,RNA Gene,14,GC08P144442,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TONSL-AS1
LOC107032825,Origin Of Replication In 5' Region Of FMR1,Biological Region,3,GC0XP147955,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107032825
GRD1,"Graves Disease, Susceptiblity To, 1",Genetic Locus,2,GC14U901003,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRD1
GRD2,"Graves Disease, Susceptibility To, 2",Genetic Locus,2,GC20U990047,1.796925664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRD2
LRRC4C,Leucine Rich Repeat Containing 4C,Protein Coding,41,GC11M040117,1.796443462,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC4C
NR1H4,Nuclear Receptor Subfamily 1 Group H Member 4,Protein Coding,50,GC12P100473,1.794637084,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4
BMP7,Bone Morphogenetic Protein 7,Protein Coding,48,GC20M057168,1.777289629,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7
CD4,CD4 Molecule,Protein Coding,52,GC12P006786,1.774387121,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4
CSF2,Colony Stimulating Factor 2,Protein Coding,46,GC05P132073,1.759608746,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2
HDC,Histidine Decarboxylase,Protein Coding,47,GC15M050241,1.743485808,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDC
SST,Somatostatin,Protein Coding,43,GC03M187668,1.740278721,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST
ZNF546,Zinc Finger Protein 546,Protein Coding,36,GC19P039984,1.738571286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF546
LRRC66,Leucine Rich Repeat Containing 66,Protein Coding,33,GC04M051993,1.738571286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC66
DNAH8,Dynein Axonemal Heavy Chain 8,Protein Coding,40,GC06P087939,1.737647295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH8
PYY,Peptide YY,Protein Coding,45,GC17M043952,1.732619643,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYY
IFNA2,Interferon Alpha 2,Protein Coding,45,GC09M021384,1.727597237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2
ATM,ATM Serine/Threonine Kinase,Protein Coding,55,GC11P108222,1.725635171,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM
CRH,Corticotropin Releasing Hormone,Protein Coding,45,GC08M066176,1.718273282,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH
TMEM60,Transmembrane Protein 60,Protein Coding,31,GC07M077793,1.712167501,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM60
PDIA2,Protein Disulfide Isomerase Family A Member 2,Protein Coding,44,GC16P012597,1.709197998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA2
FBLN5,Fibulin 5,Protein Coding,50,GC14M091869,1.70557785,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5
FAS,Fas Cell Surface Death Receptor,Protein Coding,53,GC10P093591,1.701919675,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
ERCC3,"ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit",Protein Coding,50,GC02M127257,1.7005229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3
GGT1,Gamma-Glutamyltransferase 1,Protein Coding,52,GC22P024583,1.6954633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1
MIR196A2,MicroRNA 196a-2,RNA Gene,24,GC12P055154,1.689646363,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2
JAG2,Jagged Canonical Notch Ligand 2,Protein Coding,46,GC14M105140,1.681702614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG2
GCG,Glucagon,Protein Coding,44,GC02M162142,1.653529763,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG
IL13,Interleukin 13,Protein Coding,48,GC05P132656,1.652962685,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13
IGFBP6,Insulin Like Growth Factor Binding Protein 6,Protein Coding,46,GC12P053097,1.642757654,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP6
PDGFRB,Platelet Derived Growth Factor Receptor Beta,Protein Coding,56,GC05M150113,1.642166972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB
CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,Protein Coding,52,GC02P203854,1.640710592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4
ADM,Adrenomedullin,Protein Coding,47,GC11P010304,1.640315652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM
SLC22A11,Solute Carrier Family 22 Member 11,Protein Coding,43,GC11P064573,1.635355473,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A11
VPS13B,Vacuolar Protein Sorting 13 Homolog B,Protein Coding,43,GC08P099011,1.63304913,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13B
OCRL,OCRL Inositol Polyphosphate-5-Phosphatase,Protein Coding,47,GC0XP129539,1.631580591,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCRL
TBC1D20,TBC1 Domain Family Member 20,Protein Coding,40,GC20M000423,1.624804974,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D20
LINC02456,Long Intergenic Non-Protein Coding RNA 2456,RNA Gene,13,GC12P102282,1.624804974,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02456
TRPC3,Transient Receptor Potential Cation Channel Subfamily C Member 3,Protein Coding,50,GC04M121879,1.623291612,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3
TPO,Thyroid Peroxidase,Protein Coding,52,GC02P001374,1.619395971,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO
HMGA2,High Mobility Group AT-Hook 2,Protein Coding,45,GC12P065824,1.617285728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2
DLL1,Delta Like Canonical Notch Ligand 1,Protein Coding,51,GC06M170282,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL1
RBPJ,Recombination Signal Binding Protein For Immunoglobulin Kappa J Region,Protein Coding,49,GC04P026105,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBPJ
LFNG,LFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase,Protein Coding,48,GC07P002512,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LFNG
DLL3,Delta Like Canonical Notch Ligand 3,Protein Coding,46,GC19P039498,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL3
HEY1,Hes Related Family BHLH Transcription Factor With YRPW Motif 1,Protein Coding,45,GC08M079764,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY1
HEY2,Hes Related Family BHLH Transcription Factor With YRPW Motif 2,Protein Coding,44,GC06P125730,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2
HEYL,Hes Related Family BHLH Transcription Factor With YRPW Motif Like,Protein Coding,41,GC01M039623,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEYL
HES7,Hes Family BHLH Transcription Factor 7,Protein Coding,40,GC17M008120,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES7
MESP2,Mesoderm Posterior BHLH Transcription Factor 2,Protein Coding,39,GC15P121069,1.615849614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MESP2
TNFRSF25,TNF Receptor Superfamily Member 25,Protein Coding,44,GC01M006460,1.607105494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF25
BLM,BLM RecQ Like Helicase,Protein Coding,51,GC15P090717,1.603090763,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM
HELLS,"Helicase, Lymphoid Specific",Protein Coding,48,GC10P094546,1.602667093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HELLS
AIRE,Autoimmune Regulator,Protein Coding,45,GC21P044285,1.599163055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE
THSD4,Thrombospondin Type 1 Domain Containing 4,Protein Coding,40,GC15P071096,1.593788862,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THSD4
F5,Coagulation Factor V,Protein Coding,50,GC01M169511,1.585014582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5
BRCA2,BRCA2 DNA Repair Associated,Protein Coding,50,GC13P032315,1.58342135,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA2
WNK4,WNK Lysine Deficient Protein Kinase 4,Protein Coding,48,GC17P042780,1.575986028,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK4
RAD51,RAD51 Recombinase,Protein Coding,54,GC15P040694,1.575955749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51
SIL1,SIL1 Nucleotide Exchange Factor,Protein Coding,43,GC05M138957,1.563578725,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIL1
LHCGR,Luteinizing Hormone/Choriogonadotropin Receptor,Protein Coding,49,GC02M048686,1.555566788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHCGR
ADAMTS4,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4,Protein Coding,47,GC01M161184,1.553909898,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4
GREM2,"Gremlin 2, DAN Family BMP Antagonist",Protein Coding,43,GC01M240489,1.549621701,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM2
COL9A1,Collagen Type IX Alpha 1 Chain,Protein Coding,45,GC06M070215,1.549292922,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A1
BCAR4,Breast Cancer Anti-Estrogen Resistance 4,RNA Gene,19,GC16M012390,1.549292922,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR4
VCP,Valosin Containing Protein,Protein Coding,53,GC09M035056,1.543462157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP
CCR6,C-C Motif Chemokine Receptor 6,Protein Coding,46,GC06P167111,1.541594028,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6
HSD3B1,"Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 1",Protein Coding,45,GC01P119507,1.541594028,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B1
ADRB3,Adrenoceptor Beta 3,Protein Coding,49,GC08M037962,1.540995717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB3
DCN,Decorin,Protein Coding,50,GC12M091140,1.535752296,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN
REN,Renin,Protein Coding,51,GC01M204154,1.53553617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN
ALDH18A1,Aldehyde Dehydrogenase 18 Family Member A1,Protein Coding,48,GC10M095605,1.532023072,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH18A1
IER3IP1,Immediate Early Response 3 Interacting Protein 1,Protein Coding,37,GC18M047152,1.530023813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IER3IP1
SCT,Secretin,Protein Coding,38,GC11M000626,1.525232434,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT
PHGDH,Phosphoglycerate Dehydrogenase,Protein Coding,53,GC01P119660,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH
PLCB3,Phospholipase C Beta 3,Protein Coding,52,GC11P064251,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB3
PNLIP,Pancreatic Lipase,Protein Coding,51,GC10P116545,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNLIP
UQCRFS1,"Ubiquinol-Cytochrome C Reductase, Rieske Iron-Sulfur Polypeptide 1",Protein Coding,49,GC19M029205,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRFS1
LTBP2,Latent Transforming Growth Factor Beta Binding Protein 2,Protein Coding,47,GC14M074498,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP2
TSEN15,TRNA Splicing Endonuclease Subunit 15,Protein Coding,44,GC01P184061,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN15
TSEN2,TRNA Splicing Endonuclease Subunit 2,Protein Coding,44,GC03P012741,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN2
RAB3GAP2,RAB3 GTPase Activating Non-Catalytic Protein Subunit 2,Protein Coding,43,GC01M220149,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP2
RAB18,"RAB18, Member RAS Oncogene Family",Protein Coding,41,GC10P027504,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB18
TSEN34,TRNA Splicing Endonuclease Subunit 34,Protein Coding,41,GC19P072372,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN34
TSEN54,TRNA Splicing Endonuclease Subunit 54,Protein Coding,41,GC17P075515,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN54
C12orf57,Chromosome 12 Open Reading Frame 57,Protein Coding,37,GC12P022383,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf57
TMPPE,Transmembrane Protein With Metallophosphoesterase Domain,Protein Coding,30,GC03M033090,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPPE
CYP17A1-AS1,CYP17A1 Antisense RNA 1,RNA Gene,16,GC10P102747,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1-AS1
LARS2-AS1,LARS2 Antisense RNA 1,RNA Gene,16,GC03M045482,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS2-AS1
MIF4GD-DT,MIF4GD Divergent Transcript,RNA Gene,15,GC17P075679,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF4GD-DT
GK-AS1,GK Antisense RNA 1,RNA Gene,14,GC0XM030699,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK-AS1
PRS,Prieto X-Linked Mental Retardation Syndrome,Genetic Locus,6,GC0XU990191,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRS
LOC113687175,Sharpr-MPRA Regulatory Region 4647,Biological Region,4,GC07P100626,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC113687175
LOC113939944,Sharpr-MPRA Regulatory Region 9539,Biological Region,4,GC15P048520,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC113939944
DELXP21,Chromosome Xp21 Deletion Syndrome,Genetic Locus,2,GC0XU901676,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DELXP21
FWS,Forsythe-Wakeling Syndrome,Genetic Locus,2,GC01U903181,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FWS
PBC2,"Biliary Cirrhosis, Primary, 2",Genetic Locus,2,GC06U901769,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBC2
PBC3,"Biliary Cirrhosis, Primary, 3",Genetic Locus,2,GC01U902479,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBC3
PBC4,"Biliary Cirrhosis, Primary, 4",Genetic Locus,2,GC07U903249,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBC4
PBC5,"Biliary Cirrhosis, Primary, 5",Genetic Locus,2,GC17U901708,1.525185108,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBC5
TG,Thyroglobulin,Protein Coding,47,GC08P132866,1.519776106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TG
